Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[272]    0.0    0.00    0.00       1         CTableSpace::CTableSpace(int) [272]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::init(char*, char*, int, int, int, int) [252]
[273]    0.0    0.00    0.00       1         CCmdDispatch::CCmdDispatch(char*) [273]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/620905      warnMsg(int, char const*, char const*, char const*) [57]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::terminate() [254]
[274]    0.0    0.00    0.00       1         CCmdDispatch::~CCmdDispatch() [274]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [33]
[275]    0.0    0.00    0.00       1         CCmdListener::setOutPort(long) [275]
-----------------------------------------------
                0.00    0.00       1/1           CCmdListener::sendStringMessageToCurrRemoteUnit(char*) [277]
[276]    0.0    0.00    0.00       1         CCmdListener::sendDataMessageToCurrRemoteUnit(unsigned char*, int) [276]
                0.00    0.00       1/22          CAppMain::getConfigPtr() [89]
                0.00    0.00       1/18          CCfgConfig::getCurrRemoteUnitPtr() [92]
                0.00    0.00       1/2           CCfgRemoteUnit::getInPort() [212]
                0.00    0.00       1/2           CCfgRemoteUnit::getIpAddr() [213]
                0.00    0.00       1/4           CCmdListener::sendDataMessageToAny(char*, int, unsigned char*, int) [145]
-----------------------------------------------
                0.00    0.00       1/1           CCmdListener::stop() [210]
[277]    0.0    0.00    0.00       1         CCmdListener::sendStringMessageToCurrRemoteUnit(char*) [277]
                0.00    0.00       1/1           CCmdListener::sendDataMessageToCurrRemoteUnit(unsigned char*, int) [276]
-----------------------------------------------
                0.00    0.00       1/1           main [55]
[278]    0.0    0.00    0.00       1         CCmdListener::start() [278]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [33]
[279]    0.0    0.00    0.00       1         CCmdListener::setInPort(long) [279]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [33]
[280]    0.0    0.00    0.00       1         CCmdListener::setIpAddr(char*) [280]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfigTag::init(int, char*) [283]
[281]    0.0    0.00    0.00       1         CCfgConfigTag::buildConfigTags() [281]
                0.00    0.00     926/926         CCfgConfigTag::addNewConfigTag(int, int, char*) [70]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [234]
[282]    0.0    0.00    0.00       1         CCfgConfigTag::loadConfigTagsValue(char*) [282]
                0.00    0.00     234/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00     234/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00     139/139         strRemoveEolUtil(char*, int) [75]
                0.00    0.00     117/117         CCfgConfigTag::setConfigTagValue(char*, char*) [77]
                0.00    0.00       1/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfigTag::CCfgConfigTag() [285]
[283]    0.0    0.00    0.00       1         CCfgConfigTag::init(int, char*) [283]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
                0.00    0.00       1/1           CCfgConfigTag::buildConfigTags() [281]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfigTag::~CCfgConfigTag() [286]
[284]    0.0    0.00    0.00       1         CCfgConfigTag::terminate() [284]
                0.00    0.00       1/89          freeDataArray(void*) [81]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int, int, int) [240]
[285]    0.0    0.00    0.00       1         CCfgConfigTag::CCfgConfigTag() [285]
                0.00    0.00       1/1           CCfgConfigTag::init(int, char*) [283]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [241]
[286]    0.0    0.00    0.00       1         CCfgConfigTag::~CCfgConfigTag() [286]
                0.00    0.00       1/1           CCfgConfigTag::terminate() [284]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [234]
[287]    0.0    0.00    0.00       1         CCfgDiskGroup::loadConfig(int, CCfgConfigTag*) [287]
                0.00    0.00       5/117         CCfgConfigTag::findConfigTagByName(char*) [78]
                0.00    0.00       3/3           CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
                0.00    0.00       1/22          CAppMain::getContextPtr() [90]
                0.00    0.00       1/22          CAppMain::getConfigPtr() [89]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/2           CCfgConfig::getRemoteUnitPtr(int) [204]
                0.00    0.00       1/1           CCfgContext::getBaseSuperBlockTableFile(char*, int, long) [246]
                0.00    0.00       1/1           CCfgContext::getBaseSuperBlockTableFilePath(char*, int, long) [247]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::initDiskGroup() [251]
[288]    0.0    0.00    0.00       1         CCfgDiskGroup::getNumOfDisks() [288]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::initDiskGroup() [251]
[289]    0.0    0.00    0.00       1         CCfgDiskGroup::getNumOfCopies() [289]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::initDiskGroup() [251]
[290]    0.0    0.00    0.00       1         CCfgDiskGroup::getSuperBlockTableFile() [290]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::initDiskGroup() [251]
[291]    0.0    0.00    0.00       1         CCfgDiskGroup::getSuperBlockTableFilePath() [291]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::initDiskGroup() [251]
[292]    0.0    0.00    0.00       1         CCfgDiskGroup::getName() [292]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskGroup::CDskDiskGroup(void*, long, long, long, long, char*, char*, char*) [295]
[293]    0.0    0.00    0.00       1         CDskDiskGroup::init(long, long, long, long, char*, char*, char*) [293]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/1           CDskSuperBlockMan::CDskSuperBlockMan(int, char*, char*) [320]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::terminate() [254]
[294]    0.0    0.00    0.00       1         CDskDiskGroup::terminate() [294]
                0.00    0.00       3/3           CDskDiskDev::terminate() [181]
                0.00    0.00       1/1           CDskSuperBlockMan::~CDskSuperBlockMan() [321]
                0.00    0.00       1/89          freeDataArray(void*) [81]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::addDiskGroup(long, long, long, char*, char*, char*) [250]
[295]    0.0    0.00    0.00       1         CDskDiskGroup::CDskDiskGroup(void*, long, long, long, long, char*, char*, char*) [295]
                0.00    0.00       1/1           CDskDiskGroup::init(long, long, long, long, char*, char*, char*) [293]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [234]
[296]    0.0    0.00    0.00       1         CCfgHostServer::loadConfig(CCfgConfigTag*) [296]
                0.00    0.00       6/117         CCfgConfigTag::findConfigTagByName(char*) [78]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       1/1           CCfgHostServer::init() [298]
[297]    0.0    0.00    0.00       1         CCfgHostServer::initDefaults() [297]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       1/1           CCfgHostServer::CCfgHostServer() [300]
[298]    0.0    0.00    0.00       1         CCfgHostServer::init() [298]
                0.00    0.00       1/1           CCfgHostServer::initDefaults() [297]
-----------------------------------------------
                0.00    0.00       1/1           CCfgHostServer::~CCfgHostServer() [301]
[299]    0.0    0.00    0.00       1         CCfgHostServer::terminate() [299]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int, int, int) [240]
[300]    0.0    0.00    0.00       1         CCfgHostServer::CCfgHostServer() [300]
                0.00    0.00       1/1           CCfgHostServer::init() [298]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [241]
[301]    0.0    0.00    0.00       1         CCfgHostServer::~CCfgHostServer() [301]
                0.00    0.00       1/1           CCfgHostServer::terminate() [299]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [33]
[302]    0.0    0.00    0.00       1         CCfgRemoteUnit::getOutPort() [302]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::init(char*, char*, int, int, int, int) [252]
[303]    0.0    0.00    0.00       1         CDskRoundRobin::getMaxNumRoundRobinTable() [303]
-----------------------------------------------
                0.00    0.00       1/1           CDskRoundRobin::CDskRoundRobin(int) [306]
[304]    0.0    0.00    0.00       1         CDskRoundRobin::init(int) [304]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       1/1           CDskRoundRobin::~CDskRoundRobin() [307]
[305]    0.0    0.00    0.00       1         CDskRoundRobin::terminate() [305]
                0.00    0.00       1/89          freeDataArray(void*) [81]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::init(char*, char*, int, int, int, int) [252]
[306]    0.0    0.00    0.00       1         CDskRoundRobin::CDskRoundRobin(int) [306]
                0.00    0.00       1/1           CDskRoundRobin::init(int) [304]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::terminate() [254]
[307]    0.0    0.00    0.00       1         CDskRoundRobin::~CDskRoundRobin() [307]
                0.00    0.00       1/1           CDskRoundRobin::terminate() [305]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initTableMetadata() [329]
[308]    0.0    0.00    0.00       1         CTableMetadata::loadFile(char*) [308]
                0.00    0.00       1/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminateTableMetadata() [334]
[309]    0.0    0.00    0.00       1         CTableMetadata::saveFile(char*) [309]
                0.00    0.00       6/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initTableMetadata() [329]
[310]    0.0    0.00    0.00       1         CTableMetadata::CTableMetadata(int) [310]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskManExec::terminate() [313]
[311]    0.0    0.00    0.00       1         CDskDiskManExec::freeAllThreads() [311]
                0.00    0.00      72/72          CDskDiskManExec::destroyThread(dsk_diskman_thread_struct*) [83]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskManExec::CDskDiskManExec(void*, int) [314]
[312]    0.0    0.00    0.00       1         CDskDiskManExec::init(void*, int) [312]
                0.00    0.00      72/72          CDskDiskManExec::initThread(dsk_diskman_thread_struct*) [82]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskManExec::~CDskDiskManExec() [315]
[313]    0.0    0.00    0.00       1         CDskDiskManExec::terminate() [313]
                0.00    0.00       1/1           CDskDiskManExec::freeAllThreads() [311]
                0.00    0.00       1/89          freeDataArray(void*) [81]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::init(char*, char*, int, int, int, int) [252]
[314]    0.0    0.00    0.00       1         CDskDiskManExec::CDskDiskManExec(void*, int) [314]
                0.00    0.00       1/1           CDskDiskManExec::init(void*, int) [312]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskMan::terminate() [254]
[315]    0.0    0.00    0.00       1         CDskDiskManExec::~CDskDiskManExec() [315]
                0.00    0.00       1/1           CDskDiskManExec::terminate() [313]
-----------------------------------------------
                0.00    0.00       1/1           CDskSuperBlockMan::CDskSuperBlockMan(int, char*, char*) [320]
[316]    0.0    0.00    0.00       1         CDskSuperBlockMan::init(int, char*, char*) [316]
                0.00    0.00       2/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
                0.00    0.00       1/1           CDskSuperBlockMan::loadFile(char*) [317]
-----------------------------------------------
                0.00    0.00       1/1           CDskSuperBlockMan::init(int, char*, char*) [316]
[317]    0.0    0.00    0.00       1         CDskSuperBlockMan::loadFile(char*) [317]
                0.00    0.00       1/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
                0.00    0.00       1/620905      warnMsg(int, char const*, char const*, char const*) [57]
-----------------------------------------------
                0.00    0.00       1/1           CDskSuperBlockMan::terminate() [319]
[318]    0.0    0.00    0.00       1         CDskSuperBlockMan::saveFile(char*) [318]
                0.00    0.00   22251/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       1/1           CDskSuperBlockMan::~CDskSuperBlockMan() [321]
[319]    0.0    0.00    0.00       1         CDskSuperBlockMan::terminate() [319]
                0.00    0.00       1/1           CDskSuperBlockMan::saveFile(char*) [318]
                0.00    0.00       1/89          freeDataArray(void*) [81]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskGroup::init(long, long, long, long, char*, char*, char*) [293]
[320]    0.0    0.00    0.00       1         CDskSuperBlockMan::CDskSuperBlockMan(int, char*, char*) [320]
                0.00    0.00       1/1           CDskSuperBlockMan::init(int, char*, char*) [316]
-----------------------------------------------
                0.00    0.00       1/1           CDskDiskGroup::terminate() [294]
[321]    0.0    0.00    0.00       1         CDskSuperBlockMan::~CDskSuperBlockMan() [321]
                0.00    0.00       1/1           CDskSuperBlockMan::terminate() [319]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [336]
[322]    0.0    0.00    0.00       1         CAppMain::initConfig(char*) [322]
                0.00    0.00       2/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/1           CCfgContext::CCfgContext() [248]
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int, int, int) [240]
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [234]
                0.00    0.00       1/1           CCfgConfig::debug(int, char const*, char const*) [238]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [336]
[323]    0.0    0.00    0.00       1         CAppMain::initDiskMan() [323]
                0.00    0.00       1/18          CCfgConfig::getCurrRemoteUnitPtr() [92]
                0.00    0.00       1/1           CCfgContext::getBaseDirTableFile(char*, int) [244]
                0.00    0.00       1/1           CCfgContext::getBaseDirTableFilePath(char*, int) [245]
                0.00    0.00       1/1           CDskDiskMan::CDskDiskMan(void*, char*, char*, int, int, int, int) [255]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [336]
[324]    0.0    0.00    0.00       1         CAppMain::initSequences(int) [324]
                0.00    0.00       7/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       2/2           CSequence::debug(int, char const*, char const*) [224]
                0.00    0.00       1/1           CSequence::CSequence(int) [342]
                0.00    0.00       1/132         errMsgIfNull(char const*, char const*, char const*, void*) [76]
                0.00    0.00       1/12          CCfgContext::getDataDir() [108]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/1           CSequence::loadFile(char*) [340]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [336]
[325]    0.0    0.00    0.00       1         CAppMain::initTablespace(int) [325]
                0.00    0.00       5/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/1           CTableSpace::CTableSpace(int) [272]
                0.00    0.00       1/132         errMsgIfNull(char const*, char const*, char const*, void*) [76]
                0.00    0.00       1/12          CCfgContext::getDataDir() [108]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/1           CTableSpace::loadFile(char*) [270]
                0.00    0.00       1/1           CTableSpace::debug(int, char const*, char const*) [269]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [337]
[326]    0.0    0.00    0.00       1         CAppMain::terminateConfig() [326]
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [241]
                0.00    0.00       1/1           CCfgContext::~CCfgContext() [249]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [337]
[327]    0.0    0.00    0.00       1         CAppMain::terminateDiskMan() [327]
                0.00    0.00       1/1           CDskDiskMan::~CDskDiskMan() [256]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [336]
[328]    0.0    0.00    0.00       1         CAppMain::initDataTableList() [328]
                0.00    0.00      24/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00      10/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       7/14          CTableMetadata::getCurrNumEntries() [105]
                0.00    0.00       6/12          CTableMetadata::getItemAt(int) [111]
                0.00    0.00       5/12          CCfgContext::getDataDir() [108]
                0.00    0.00       5/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       5/5           CDataTable::CDataTable(char*, char*, char*, char*, int) [135]
                0.00    0.00       5/5           CDataTable::loadFile(char*) [133]
                0.00    0.00       5/5           CDataTable::debug(int, char const*, char const*) [132]
                0.00    0.00       1/2           CTableSpace::findItem(long, tablespace_struct**) [208]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [336]
[329]    0.0    0.00    0.00       1         CAppMain::initTableMetadata() [329]
                0.00    0.00       4/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/1           CTableMetadata::CTableMetadata(int) [310]
                0.00    0.00       1/132         errMsgIfNull(char const*, char const*, char const*, void*) [76]
                0.00    0.00       1/12          CCfgContext::getDataDir() [108]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/1           CTableMetadata::loadFile(char*) [308]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [336]
[330]    0.0    0.00    0.00       1         CAppMain::initImageTableList() [330]
                0.00    0.00       8/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       7/14          CTableMetadata::getCurrNumEntries() [105]
                0.00    0.00       6/12          CTableMetadata::getItemAt(int) [111]
                0.00    0.00       2/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/2           CTableSpace::findItem(long, tablespace_struct**) [208]
                0.00    0.00       1/12          CCfgContext::getDataDir() [108]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/1           CImageTable::CImageTable(char*, char*, char*, char*, int) [268]
                0.00    0.00       1/1           CImageTable::loadFile(char*) [266]
                0.00    0.00       1/1           CImageTable::debug(int, char const*, char const*) [265]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [337]
[331]    0.0    0.00    0.00       1         CAppMain::terminateSequences() [331]
                0.00    0.00       4/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/12          CCfgContext::getDataDir() [108]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/1           CSequence::saveFile(char*) [341]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [337]
[332]    0.0    0.00    0.00       1         CAppMain::terminateTablespace() [332]
                0.00    0.00       4/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/12          CCfgContext::getDataDir() [108]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/1           CTableSpace::saveFile(char*) [271]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [337]
[333]    0.0    0.00    0.00       1         CAppMain::terminateDataTableList() [333]
                0.00    0.00      17/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       5/5           CDataTable::getDataTableFullPath() [131]
                0.00    0.00       5/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       5/5           CDataTable::saveFile(char*) [134]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [337]
[334]    0.0    0.00    0.00       1         CAppMain::terminateTableMetadata() [334]
                0.00    0.00       4/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/12          CCfgContext::getDataDir() [108]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/1           CTableMetadata::saveFile(char*) [309]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [337]
[335]    0.0    0.00    0.00       1         CAppMain::terminateImageTableList() [335]
                0.00    0.00       5/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/1           CImageTable::getImageTableFullPath() [264]
                0.00    0.00       1/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       1/1           CImageTable::saveFile(char*) [267]
-----------------------------------------------
                0.00    0.00       1/1           main [55]
[336]    0.0    0.00    0.00       1         CAppMain::init(int, char*) [336]
                0.00    0.00       1/1           CAppMain::initConfig(char*) [322]
                0.00    0.00       1/1           CAppMain::initSequences(int) [324]
                0.00    0.00       1/1           CAppMain::initTablespace(int) [325]
                0.00    0.00       1/1           CAppMain::initTableMetadata() [329]
                0.00    0.00       1/1           CAppMain::initImageTableList() [330]
                0.00    0.00       1/1           CAppMain::initDataTableList() [328]
                0.00    0.00       1/1           CAppMain::initDiskMan() [323]
-----------------------------------------------
                0.00    0.00       1/1           main [55]
[337]    0.0    0.00    0.00       1         CAppMain::terminate() [337]
                0.00    0.00       1/1           CAppMain::terminateDiskMan() [327]
                0.00    0.00       1/1           CAppMain::terminateDataTableList() [333]
                0.00    0.00       1/1           CAppMain::terminateImageTableList() [335]
                0.00    0.00       1/1           CAppMain::terminateTableMetadata() [334]
                0.00    0.00       1/1           CAppMain::terminateTablespace() [332]
                0.00    0.00       1/1           CAppMain::terminateSequences() [331]
                0.00    0.00       1/1           CAppMain::terminateConfig() [326]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [232]
[338]    0.0    0.00    0.00       1         CAppMain::CAppMain() [338]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [233]
[339]    0.0    0.00    0.00       1         CExtSched::CExtSched(int) [339]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initSequences(int) [324]
[340]    0.0    0.00    0.00       1         CSequence::loadFile(char*) [340]
                0.00    0.00       1/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminateSequences() [331]
[341]    0.0    0.00    0.00       1         CSequence::saveFile(char*) [341]
                0.00    0.00      12/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       1/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initSequences(int) [324]
[342]    0.0    0.00    0.00       1         CSequence::CSequence(int) [342]
                0.00    0.00       1/115         allocDataArray(int, int) [80]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2016 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [225] _GLOBAL__sub_I_gAppMain (horuswrk_mod_appmain.cpp) [13] CDskDiskDev::readBlock(long, long, long, unsigned char*, dsk_block_struct**, long*, long*) [296] CCfgHostServer::loadConfig(CCfgConfigTag*)
  [23] _GLOBAL__sub_I_gCmdListener (horuswrk_cmd_listener.cpp) [181] CDskDiskDev::terminate() [297] CCfgHostServer::initDefaults()
 [226] _GLOBAL__sub_I_gExtSched (horuswrk_ext_sched.cpp) [182] CDskDiskDev::CDskDiskDev(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [298] CCfgHostServer::init()
 [127] getFileExt(char*, int, char*, int) [206] CDskDiskMan::getCurrDir() [198] CCfgHostServer::getInPort()
 [227] showParams(cmdline_struct*) [207] CDskDiskMan::getPathMan() [199] CCfgHostServer::getIpAddr()
   [1] memNCpyUtil(unsigned char*, unsigned char*, int) [30] CDskDiskMan::showListDir(long, long, long) [299] CCfgHostServer::terminate()
 [117] showMessage(char const*, long) [250] CDskDiskMan::addDiskGroup(long, long, long, char*, char*, char*) [300] CCfgHostServer::CCfgHostServer()
  [79] strNCatUtil(char*, char*, int) [10] CDskDiskMan::doReadFileMT(unsigned char**, long*, long, char*, long, long*) [301] CCfgHostServer::~CCfgHostServer()
  [62] strNCmpUtil(char*, char*, int) [41] CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [302] CCfgRemoteUnit::getOutPort()
  [60] strNCpyUtil(char*, char*, int) [251] CDskDiskMan::initDiskGroup() [140] CCfgRemoteUnit::loadConfig(int, CCfgConfigTag*)
  [76] errMsgIfNull(char const*, char const*, char const*, void*) [137] CDskDiskMan::getDiskGroupPtr(long) [110] CCfgRemoteUnit::getOid()
  [61] openFileUtil(_IO_FILE**, char const*, char const*, long) [138] CDskDiskMan::getDiskGroupAtPtr(long) [120] CCfgRemoteUnit::getName()
 [228] parserParams(int, char**, cmdline_struct*) [37] CDskDiskMan::testDiskMan_MakeDir(long*, long) [212] CCfgRemoteUnit::getInPort()
